nr,product,producer,person,reviewDate,title,text,language,rating1,rating2,rating3,rating4,publisher,publishDate
52,2,1,4,2007-09-02,'valerian garrulously wiverns tipoffs honester minced plodding outpoured lanai mg shares evertors ambled','dandyish cordialness shortchanging downheartedly vexations tufters classicalism disconsolately rancours cosmologists carriages circ aahing canonicals codification cerebrals overbalancing irks connectively trijet outnumbering shillelagh pleadable translucid discovered moonless misbiasing jouncier phonemes corroded defaulted whiteouts optimists wiser ultraviolet ferried thumbing sweatily fewest matriline colombians decoyer blackly milldams expectance blares insinuator fishtailing seizors wishless fluctuation reassortment metamorphosing squeakier founder distressing guanin baroscope victoriousness resolutive razer automanipulation jauntiest chorial tillered washed interlining juking mercenaries dryrot imperviousness realising lachrymatory fops verses disfigurement germaniums fended impertinence lodges noncommunist godly enshrined clambered buddies forebodings carabineer cappy theists dossing whopping lullabies appointively encampment snivelers dissect oenomel anguishes appertained slowpokes evildoers sensualize decentest witlessly bolivias minters prows evaporating judiciousness skeletons shagginess quails fraudulentness enchains deciduously overcrowds pureness conjured linesman cyclamen corroborated bohunks colons maliciousness cajoled penner waterbed anomies deicing atolls putrescent microstates attends dressiest seceder interning philosophically mobbing circumventable travellable redeemers apers detoured diffusely outmarches timesaver hexapod dairymaids doctorates birdseye morganatic investitures coacted repins driveller manslayer alkalies alludes misnumber overelaborate contraceptives crimsons tatoos piccalilli detoxifying stockinette crisscrossing decadents cussing thro wardership moralizes neologisms repercussive dispraise','ru',8,-1,-1,9,1,2007-10-09
53,9,1,4,2008-01-16,'affirmance subagency diptych donne tipoffs roped paganists','southwesterners denier bicycles veneers supertaxes testatrixes assister forecastles chaplaincies blenny taskwork bleats montes tyro skyed gomorrah podgier muzzler queans hornless hyperacid gargantua lobules lingering potboilers rufflike alarmingly viaducts niblick cuppa tartly inquisitively mottoes acrimonies bridles raper pennons acres distress fanlight decompressive retinues theoretically flatulency opprobriously underlaid anticipating crassest malled brushup siziness peruvians earthlier internships unscratched confiscated jestful energizing prelims redistilled warbles hennas sentimentalized interrogatively','ru',2,3,10,6,1,2008-02-19
54,6,1,4,2008-03-21,'wowed lynches unbiasedly branched','damaged condominiums belling postmistress functions acids reappearing gabby impassionate felonries milfoils malignly slurs areolae braggadocio filibustered slithering coloradans dustpan humankind exorcized pampered bears desexualize boils reiterative legality skydives rains cakewalker unpitying aider yarning derivative repacifies nankeens hybridizations cosmetics truantries stairwells fronter dolorous mansions skylarkers nirvanas auguster octaval tsktsked augmentations unctions ensamples hydroponic rapeseeds affronted furriner uglis ramping husbanding persevered flosses nutritiousness mescalism miniscule veering disputes ejections unbeholden connecters placentomata remounted ravishment puttier uranian reendowed wavelets threapers unrighteous envois doubts adjurations shabbily sheather cuppier abbreviations kadishim touchingly submissions displacement raves hoed weightlessness bricky maltreating distr bareness disheartened alternated eudemons thrustor instanter cowcatchers overdrew alleviating craftiness hautboys antedating chemosterilants luau bolloxes','ru',2,10,7,10,1,2008-05-13
55,3,1,4,2008-06-15,'biocides cartage preconceptions shrimpers scleral gushes altitudes vivaciousness purest pretenses smutting antiparliamentarian','reformation tollman nervate laudably disyoke machete weapons maharanee kettledrum acceleration collaring anteposition gangrene immunologists japanizing tzetze gogos granaries refuters discs eutrophies lumbago panegyrics increased skirtings periwinkles cherisher unforested gallnuts uncleared lechered buildups foregoer torsions dinky permeated reconsider fencers mooched cabs absurdities drudgeries dodgery retailer mottoes conditione quoter gantries tracheobronchial malignancies magister plater cents motoric brides actable legitimist handsbreadth subsequential auctorial claps beautician meliorating guiltiest weatherstrips vernaculars braining interpolates sleekened rumours fortuning excavating federals sleazily campiest caterers arthritic collegiums unproductiveness vaporizing harked tableful adjectives subtotaled dismantlement aniseeds despited bulbous bulldogging plushily heliotherapies presbyter spryness shoaly tempi vouchered croaks repasses inhumanly doylies telexed toyed archaeologic spumante scaring interjectionally anguses wizening rankness reform derogated flashed fuels unalike footboards supplication hyperexcitable dimmer detraining caverning puppetry profanely silkscreens','ru',-1,7,-1,5,1,2008-06-18
56,2,1,4,2008-04-09,'leptonic gloving uninterestedly kingly catered barred immunize estranges','capitalism tempi dimensional ceasing narcotherapies dickenses frothier idolisms flawy volatilize supplementals alcoholization palindromically epigrammatize wired designers courters jerseyites earning rigger innerving expedience damps mutuals dentate boonies mews airwaves adjourning psychoanalyzing anticlimactically globalize owlish outdrew swiping featherier snacks epidermoidal reassorted spaniels pinspotter bespake enterer hoarsest monism comically ignitors synodic embonpoint tubulate heeded akenes thymey conchoid dissolve meningitic moldier supersonics minnesotans enumeration jugs sleeker transferror whatnots chancels toenails ingestive suaver mummified disembodied shameless crumbliness expounded twiners globed settled radiographic witticisms interpolating anemones enchant enlivenment hourglasses suborners threnodes amortized composting tufters overabounding concretes feaze subdiscipline unmuffle slier highjacks collectivizes postbags necrology nosebags ineffably responders wreaked wrathily pygmalionism caviare tramels caved agreements untactful overthrowing shiploads varlet tektitic logistically utahan moiled boardman dacoit turquoises torched','ru',5,9,2,9,1,2008-04-23
57,5,1,4,2007-11-06,'brushers telluric germicides punting betides presells icehouse photomicrograph disembowelments','fairer hypodermatically agitato benzyl impressionists drunkest erased obsessions transcribes intenseness enthralled dumpier fifed nukes eluded reawakening debarking polymorphously primogeniture vulgarizers gussies skidding monkshood turgescence eminences precedable transcendency filename photographed waverers boatyards mailings finaglers limiteds irrelevancies lightfaced figeaters barf phallic quadruplication uneated anticancer otology aquamarine romanticization castellan imperiums originated trilliums eliminating bullrings clitoridectomy spankings beaconless tuckered barbarization consummately profits hents learns cakewalk tableware oversalts electropositive fieriest blindage','ru',2,2,-1,5,1,2008-05-13
58,1,1,4,2007-10-14,'whitely turndowns enhancements carroms','ketones bambinos droits fines flanged foretokens dimensional industrials remaining phenothiazine symbiotical worrit waul nutted ecologists mikado nuttier shiatsu checkerboards retinued wasters rollover erose fireplugs vessels zonation barhops saprophyte beguiler unexceptionably geometries biddings incendiarism tendentiousness seraphic deprehension tracing anticline defected remanufacture compulsives routes menstruum signifier complect coining piquancies nonperformance recompiling zoomanias odours groaner flinchers torchbearers sandbanks boasts seigniorage baboonish bosoming divested poxing muzzling caroler rational comedies madders skirled ankh marylander acridest exorciser cst greedily halloos canasta asymptotes aspidistras preparers rationalist wifeliest aulder likens cangues unpopularly mopeds culpability shoaliest sputters faience toxigenicities routeways aswarm convincers grating foreclose toxigenicities barleys smelteries sandbars bootlicks invocated dandies encompass captains remet flagellums unashamed agglutinations nattier freakishly yardmaster cerebrally cuteys dbl directer twiner alienating toras wringing uncaught dogteeth kahuna interfering rinsed beautifiers requite foundational airflows persuades stigmatized doffed cribworks simplifiers misbestowing finking fuzzed craving nativisms deludes stoppages furrows underlaps imputers etherizing thoughtfulness weekly gerontotherapies constable prescores premixed coursings amplifiable tawniest chintzy tyred buffable samsaras sightlessness gipsy forspent outfight speechless unscaled cutinizing feeler filthiness bullets rancidification cultist sanitaries semifictionally overdesirous misarranging rotting ravaging worrywart runnings cenacles congos protests joyance apery schmaltzes dreamers relapsing skydive perique defaulting corrugation fumaroles transplantations denotes accessoriness compte rotterdam doubler sediments convenes stat dispossesses','ru',-1,9,3,9,1,2008-01-14
59,7,1,4,2008-03-20,'pushily muddled fopperies wurst kegler','polities revelers nightcrawlers evictors residua mystical minors towny ejaculator selects proportionally holdfasts causative stripteases haunts navahos disembark windblown frescoists lifetimes dramatizing unobserving acridly vinal regenerator ambrosias wrynecks famously peavies pregnancies switchblades warlock jumpoffs mathematical paroxysms jumpingly renovation forefends lineate procedurals rads transportal beanlike sprightliest tormenters unburdened causality deaconed contraindicate suburbanite peelable realizability nonorganic luxes mackinaws nonagon nances adorers procommunism confessable indemnificator commonplaces frustrating cirques endoskeleton monastical rattlebrain outages grounds gastroenterologist despicably lonesomes luteum paragraphing','ru',3,2,1,10,1,2008-05-10
60,5,1,4,2008-01-29,'spearman steppers beretta fatter inversive matrilinearly outage sloper whited functions knotweeds unrelinquished cauldrons','responders overarches procrastinator silencing irreformable pocky insulants carromed lumbago unimpeached arteriocapillary celebrator rafters buckskins boulders microfilming cloyed dismantling furred convivially auditioning wattest entities sailed robberies appliances tallest hurls duratives undraping ensnarement incommoding lino fiscals bulwarks rouens coiling dissents goodwills brooches limply investigating saunas diagraph diphtherial affordable seminudity waxbill nerves biocidal downfallen squashes redundancies instantaneously blockades rehandle sphincters bayous severers intrenches reconvey rivaled paster positional accommodatingly whops bodega strangulating watermarking fridays admirations earlships idiocies cads remembrances unwritten magmatic wannest herbicidally hassling mergansers township hairlike trousseaus deices dismembers nonpareils misreporting ceriphs pussycats ageists mothballs crispness resoundingly nonappearance peppertree mystifiers adduced appreciative consummations cenobitical ventless courtesied panamas ethnological bubs peke fattish alleges pervious unpreventable rues rubblier needlessness asterisms thicksets venomer hatpins seraph rinses roebucks wifeliest radioactivity inconsistently medullas moochers falteringly gallantries pac steaks muggily piecework countertenor scrapers protectresses vineal quantitatively obligates asymptotical disengage','ru',6,10,-1,6,1,2008-03-03
61,7,1,4,2007-12-29,'nailset unprocessed husbands yanking','chainmen unmentionable prescores alienator bevies lightfooted overshooting coincidences disrupting bowingly queriers piquancies redolently negatived droning dietetics cubature draggiest tinged stodgier inbuilt multiplicities undisciplinable griming unaging linked poundals anchovies dickenses gingivae unsilenced repeopled yawp sylvans peachiest craziness sunspots ensnaring mayapples conterminous honan formulary turtledoves moonbeams totems fumets stockpiling creepier unrefined cinematograph population incalculably deoxidizers combatting inserts ritards ambergris sedums appetizer corroboratively cauterization queerish inrushes nubbier retrenchments invincibility flense prognose numbing fosterage sugary bankbooks noncontrastable fille cricketer canters operators deadliness twenties fruiterer grenada remet refolds cybernetical overfilled uncorks tweezes famines millivolts regerminative vandalizes immortalizes thersitical befouling resisters gorblimy humbug aquaplanes homunculi alienage flourished switchblades petrified irritancies reconstruct storewide fraying timbers convecting miler separator feints conformational wirehaired receptacles novelties reprovers gnotobiology realpolitik ultrafiltration hopelessly tridents ineloquently sleazy worts cavitation monarchial cumberers wristlet primitives ethiopian chorizos characterizing rubbernecks believably fevering talcs commonalty keyways remeasures snowed amigas avouches literatures nonverbal plateful skittish accessories','ru',4,3,7,5,1,2008-01-06
62,4,1,4,2008-05-23,'puttering oklahomans tuber reusable','plunderable feedstuff punner proscribing quietudes bellweather railed witherers hilliness shagged reassume abided tarring voiced synthesizing preadult goodlier washerwoman variform laicizes appraises lows valva diagrammatical wilted preplanning radiochemist electrostatic chela slakes noncombatant golfer forgathers newfangled gawkiest preferment entertained synergistically occlusions emerged controverting diptera overcloud leprechauns godsends silenced oxidizers sinuate honeybees unsuitably bewrayer puking stabbed inseminators sirree certifies tailcoats charisms summered okras powered locater revolutionaries azoic mantes promulgated decertifying enfranchisements prevalently equivocality quizzers pratique zoftig annealing penetrative pansies festal godless slims japes blockbusting paled smackers lurkers blazes jewelries','ru',-1,6,10,9,1,2008-05-31
63,4,1,5,2007-10-08,'adequateness infrangible sumptuously valances trisaccharide yodeled crumbs spangles radiuses concertmasters','jawline pricker inconsistentness hedonisms bathrobes recliner flashlights triunity cameroonians computing ogresses cert antinomian crawfish measled erat zoning indicatives southwester paginates restless punily pawnbrokers pryers philosophically mohammed unmaskers grapples soupy interregional slayers imponderables plowshares pelage chummed aureate aurochses systematized sweltering unknotting hispaniola noncontrabands ballooner sociologist rereads piracies tolyls subcategories ab scribal guaranteed wisdoms readd packinghouse critiques expulse waiter profounds upturns dabblings interlocutrices grandiosity trimotor fescues generalizing pedestals jewing impassively reacclimating diametrically rearwards wobbliness songstress scorchers peradventure manyfold fleeting evanesced recited pinko wetly pikemen bundlers redbreasts bricky plugger rumbling travelers amnestied telegraphic judicially pimpernel sanitarily beetles stranglers longues dodderer ignitors estimation shirtiest malpracticing fading serener capitulated candescent demeanors solicitousness unsettled citied','es',6,6,-1,3,1,2008-06-02
64,5,1,5,2008-05-02,'brainish unroof beggarliness flourished aligners legislatrixes utahan chronically biophysicists collaborationism depends demobilizing masseurs','glaceing sonorant bronchodilator penpoint unusable easterly kaffir adoze aquacades agilely shakiness compatibilities antimilitaristic flavour miladies nativism kilters houseboats decapods tuner litheness commissars overloads teacher reconciles seedmen greenback halftime bedwarf weasels adiabatically blackest greaved frighteningly forecasted janizary livability wellholes roadwork gastrology kvetched furrows climaxed conducers photons nightlong rooks chateaus tenderfeet accounting pronate fatherliness talebearing trinary raddles rechartering criticizable disciplines tunefully sketchiness supered boozed intransigently reflexives sauciest sideswiping padlocked unsoldered laziest overanalyzing lasting pigsticked averaged crower northeastward refractivities reweld permanencies crunchiest rimrocks fleeced kl ahold dikdik genies poolrooms mesmerizers reverberators talers congealable overruling arteriography berthing interjectionally unwishes bounteous pebbly horrified trending stetting telephones substantiator cigarillo thousandths neurologize ambidextrousness orbing adherence vocabularies transistorized dimes beauticians upraising cashing piquet frustrating folksongs barcaroles grotesques winsomer dehydrogenation tariffs miasms tunny endearing thunderstruck calumnies scintilla vertebrally venules facedown compressions bigeyes suborning vasoinhibitor scrimps razored protested appoints silos oviducts scarab racists baldpates misquotes refuses veepees reposing enslavements sirens knobs cuss tonne reallocation wiglike tangler edifying tapes binnacle','es',1,-1,8,5,1,2008-05-06
65,4,1,5,2008-05-22,'sized unstandardized derangement nomadisms aerobically widener reapportionment flamboyance reheater crumby hydrogenation enamelled','basks revivifies yemenite mammon roadways flattering scrimping jerker anemia mentionable salesroom pallidly antirevolutionaries pieceworker goldener codlings gorgets redivided overtured webfoot revolutionist heretics plutocrats smoothers virulencies ventral enchained absolvers leveeing strongboxes disputed battlegrounds dumpiest trunked painkillers monorails misadjusted egotisms contrived carbons pshawed liturgical scrolling dextral wonts inebriated ratifying grantors snideness ardently drugmaker founders agedly regimental cannonade diets boodler sikhism bacillary withdrawing photosensitizer subindices ferries squabblers gonophs dapping creations clatters adieux crappier grouched deputations associating healths dobber hurdlers foins furcated slushily emirates ninepin punning frontager dandler fallibility daubers unsnarled tertiaries lutherans productiveness metred nictitated bisectional homonymic unenvious snapped applies clarkias baalism warhorses wielders chanteuses contacting mortary riffed cesura unlawful regrets clutches indiscriminating fusee alkalinizing postures methadone ordained mothery nudisms bridgings cubature alloyed sighted refrigerating bleeder benin enroller criminals slavishly occultist abjectly remodel commons nursemaids secessions riving viceregent lawns fates reframing clarifies osmose levitical scathing broods seashell firers slithery blindages husked snugged clergywoman riffles slily cay plats garotes pardoning livability ouches tramline unprogressive garbed','es',3,2,1,-1,1,2008-05-26
66,6,1,5,2007-08-08,'blasphemously roughers flabbergasting sorrowers connectors adopted rigorism ideologizing loathings reglazing','nightwalkers outdodging draughty stoups recuses coughed mickeys turnings bigwigs scrawliest becomes oxidizes investments synods couping pulping savourer reiving insidiousness eventualities onrushes misinterpretation soddened bubs transfigurations wiped snarks insupportably macaroons interjections tingles galax reshape egomaniacally programmability gigolos grandioseness haylofts hidalgos intonation rockaways resided expounder reminiscently somesthesises epeeists shaggily reheated stickiness blowzier ails havocked gogglers imperiling rejecting takable woad touristy noncancerous emulatively bosoming blackly revampers haranguers racer cliches artiest washcloths cajolements polyphonically loosely fringeless trillions revengeful phalluses catnaps motivated kindheartedness abbotship cockades evidenced ecdysis swampland','es',7,4,-1,9,1,2007-08-20
67,5,1,5,2007-09-04,'impingers lengthened strengthens autoclaves','regularly misappropriating rites cruiser fondue bounties erythrocytes barbarousness bequests cajon lasting confoundedly signiors fending reconfirmed collarless reused farsightedness biosciences disgusts unpicked telephoners rubidiums deux coloraturas disinfect gangplow authoritarianisms reclassify jolter footrest theremins carpenters efts offishness convective laster strayed braizes undemonstratively runtiness gracile subsurface coparent moistness dickies reassurances infantilism deans lycees durra hobnails purveyance razed centra seconde integrating gamines alembics smartly awakeners cooked antihypertensives expectable baccalaureates appeasements wrigglier sounder egomaniac reenlists disappearance blandishment jujus buggering nonspecialist levitations ufos nationally supersaturates coalesced preexpose gutty politesse crabbers enamors omnibuses nonsexually travailed monetarily gamine overanalyzed slackage betraying midair sunlamps neuritic gonoph eggshells chiromancy strenuously intentioned aerodynamics photosensitized larruped orderer nutgrasses canonizations transacting decomposability tunefully skyjackers vicarage catamounts ravioli burnable fetlocks dissection integrally fishtailed compensations squalliest calipering betas inaugurates sitting analyzer goatee inscrutableness postludes getting abeam condensers rescheduled remodeling pended reannexes','es',8,7,10,9,1,2008-04-21
68,5,1,5,2008-01-21,'touchiness rubblier unkinder recounted','creameries portiones probers quintar keratoid mountebanks kitharas returnability pellucid toiled phonological amortizable evolves playthings rebind unfree alliums serotypes splotches unholily encampment bustlers whitecap heavyhearted ideates thermonuclear peonism idyl humanistic impossibilities cornstalks goaltenders plausibly toolless forjudge vulgarization bobtailed compartmentalized bearers lexicographer checkpoints pickled undercutting observance alertest blockheads prescriber wordperfect gauges bahamas wives interatomic retinted snuggest shiatsu calcimine sensated unwelcome catalogued misadjusting hypnophobia saveable fights sailfishes toeshoe misapprehends berets interrupts costuming unfortified smokily suicidology lapinized halfpenny varier nonmagnetic virilize bloodshedder squanderer baywoods loges travois perchers unaccentuated pock blintze barbarianism downier glares cowled axled barrettes mediumistic doggonest azote overawe jesuitries cockamamie symbolizations doused interrelationship evanescing unvisited pluralizing fixers disembowelments negative toner lignified safes anecdotist unnoticeable commentators','es',1,10,2,6,1,2008-03-30
69,2,1,5,2007-11-30,'bedfellow attracts vivider accumulating encrypting prejudging brassards koshered spearheads funereally ribalds','traction lavages leakiest assonances plunders readdresses tokening preamp ropier rainwear crummie jubilates glacises plashiest resuscitates nonparametric cosier restorable mayflies cosecant lauds chuted earthward criminals contributes creasier magnificently accommodated befoulier patronized schleps jefes mousse showered teazled standardbearers antireligious envoys preslavery circumcising loggings fleshlier bankrolling thymy aeronautics butchered grocers overwork legality cheques liberalize filterable toters superscripted straitly saltine swapped jugglings netsukes outlawed concourses sunbeams articulately pandas mendelianism broadaxe compliantly benison portiones negatived hagiography priorities boughed gelee concluding reliantly sullied vaccinations lobbers squawked reactive savors integrals platinic ossifications apothems echeloned misapply foeti malingerer eulogise chimaeras puce outdoors hiders megohms nervate bowsed ritualism intelligences misemploys hindus piggins dottily fleetingness snapweed cookey betrayals somnolently tines electrophorese victualed quarreler lanolines kegler overridden unitizes remonstrator unknotted fortuitously discouragingly wagoner monetarily gouache scherzos glowed cuds spinless repels kevels pollack unabsorbed freshest beefburger gilding bloodies amerism calumniating musicologists courting longline minny microcosmic violences irrationalities glitzy ladron twigs bouncing interrelatedness interrelating nuts canniness courageously uneaten archduchesses subleases backhanded monophonically jigsawing affiant creation corrida tariffs sowable obeyers fuehrers pyjamas porgy kneecapping munching soviets reexperienced welladay waylayer ineffectively blows combiner brims stumbled cuboidal lifting bestializes fortuitously coulee polarizing equivalences mores jaygees proprioceptor shelved','es',-1,2,8,9,1,2008-02-10
70,7,1,5,2007-11-05,'retrogradely inches cleanest regauges effervesces redresses','annihilator segmenting earlships putrescent desalinating indentions reekers syndromes bimanual orgeat philosophizes royalisms charbroiling habitants barmaid orris variorums showiness inspiriting phototropic fomentations darkening tories tomorrows caries billowed razzing misstates giantism defecation bights hydrogenates locates surfaced crawled foraying slunk carnality freezed titbits belongings oles vanquishment merci dismembering irreverence refreshing nictitated arced personality disporting fease seasonings welder purifications','es',7,10,10,-1,1,2008-04-04
71,8,1,5,2007-07-06,'mezzos bassness abattoirs sororities prepublication settlings elegance griddling quitclaims beneficialness lithotomy','carrom spaceship enrobers hydrometers springboards dustrags rehabilitating bided merchantable xmases pauperizes grosz undisclosed steeps bordereau chatelaine vitiating clarifies supernova subnucleuses ventilation croaked abstainer enraptures somnambulator matey surprized mudders xenobiologies bloomery corders criminology weens ethiopian cosiest schedules belting dampest outstands minutes deviltry haircloth combaters smoker unfurnished feeless defats capacitated alteratively libeler downrange dognaping etiolating reverence exhalant bossiness gargles resupplies ignitions concerns defog manilla amanuenses effluvias nonmechanical soubrette smelting multiform syphilizing microprogramming reerecting lusted cans virilize thumbkins myrtles pacified stunned feldspars boules luminously feldspars parkings townfolk transferal monotonousness plainest calderas repents empirically absolutes amounts catspaw presiding advertized inseparability triumvirate subheads spoony basils stuccoer whiplashes sheafing headband disposals snuggled fileted openable campanologists pschents headlamps undogmatic ablatival tubercles unsupportedly dentures enfolding rancidness heifers fluoresces definitiveness coons whitecap wholes euphemistically carding stunners dynamited seats epilepsies disgusting grammars hodaddy bawdries unobserving ireless disjointedly muddler repaint psychotically perm vaccinators sandworms dudgeons mobbers counterfeiter unpatriotic dosing restores dealer attempered manuever antimonies logically jackal ratfinks crawdads foremast government palestinians oligocene recombine enlistee haloed pepsins oafs cashable ordeals assets unmeasured subtraction muenster throttler wholeheartedly incarcerators swifter reboiling briefless enamoring slaughterers cicatrix veers unshelling refrigeration riffraff outreasoning masquerading expansionary preexamined atrip ramie sexiest hardbought itchiest raided','es',9,5,-1,10,1,2007-08-17
72,7,1,5,2007-08-04,'westwards ejectum orchardman necks restudied glottises stinter windbags offensives clownish nonresidual emollients libelling','chancemen pensioning financing nonsignificant thesauri formful frenched foreseeable transpositions troubleshot saving feminized interlacing squalidest swatting monumentally hypes particularize auriform poleax unimpeached spriggy derails landmasses theatrics lilliputs inundates synchronize exited benefactress libbers matted vim driveled tarantulas teaches prebill transcending chrism abounded sprinkled nondisclosure extincts careerers nuttily clues pugnaciously outvote seaming superiorities lewdest sisterly discography voguish offeree babbles apodal alluringly musette readiest havocs almoners frags archaizes winnings bartletts quenches disorientation nubbins adjacency chela icings alphanumerics ardours homesteads gager solves titivated subdepartment rhesuses inheres poled sphered casking tare rebilling shushing sylvas indisputably nighness avengingly enjoyably tablefuls gazeboes upcountry apologized tennesseeans guided mortgaged releasible deviator mucuses oncological gripey chiropody clerical snapweed gladder wofully ditching subclause unvoiced twirling inhumes mellifluous approbate anaesthetize ritually reexamines nepotist applier tummies serenades heatedly enow intones obligability clueing','es',3,4,9,-1,1,2008-05-15
73,5,1,5,2007-09-04,'monocotyledons malaysian smiled contentiousness metaphorical explosiveness distiller nethermost taxis veldts','reenlistment celebre unrobing boldfaced guilders rooms bilaterally lymphatically reared dicasts sorrily bikinied nonpasserine ambivalence bookkeeping montes gaps disgracefully technologically procrastinator inimitably reactive subitem signifying challenging bosks noteworthiness xeric igniting gillnets frigidly intromits inebrious crees corruptness tricentennials discerning formalize radiolucencies squats hypnoid entwists legibleness urchins unhooded gustiest humidities entrails latrines deceptiveness martials enow busywork startling cockcrows counterintelligence firmest lampoonery digitize squalors fatigability bisexually grubbing hopeless dinky weeper swindled hocker absolved cuttled robes parasitization sparked albedos unsettlement played denigrating niblicks peccable jolters techies chequering bemas boons savourers','es',7,-1,1,-1,1,2008-02-14
74,6,1,5,2008-01-20,'reuse miserable pawing locksmiths eclipsed countersigning zebu rankish charters vivisecting shiftiness','revetments ranker embosser survivors mechanizers envision manilla sightly indefiniteness leopards reincorporating cliques pulque diffusing appellors maladjustment flagmen crosier uprooting balloting shovelled reverter phonal fifing choosing guarantors tarrying splits owned speleology seafarers sending privities novelists propinquity rapping leans lickety photostated outfielders outplay pelted reships prostatic anaesthetization chromatically standardizes letdown chimaeras overexposing hilted inductions quatrefoil emaciating photosensitive recourse feignedly orangeries pullmans demoralizer repellents exiguous expwy gangsters zairians highlanders pitifully meadowlark funicular prostatectomy chromaticity postprocessing feminity insincerely seignory longest rocked chocks hired lithographer warranties sackbut overpraises brayer morning infiniteness finalities brines maturating hookworms juxtaposing schwas hammed nicks chuffer winnows hepcats evaporative psalteries invalids plopping romped concussions nontraditional excites secundines ravels scabs memsahibs easements thrip assigner whishts sureness accorders rescinding striating godlings houselights shticks tastable cayennes stereoisomerism cauldrons tittie stockpots coordinations fugging wageless zestfulness osseously chummiest lazars swings decrepit addicted grudger spendable ofay unconsciousness stiffest exorcising tything recoin monitions extraterritorials habitable pennants parable enfranchisement pugilist cometic mitoses biodegradability devoted tomboy escarped intrenched oxygenizing sitarists adjudges frostbit atrophying sunbaked checksums ironwoods cryobiologically awardee fatefully defaulted droppers felines flaxes pettier troublemakers besieged shavians fleches beys anglicizing sharkskins alarming covalence remodel bats arf','es',-1,10,7,-1,1,2008-03-02
75,5,1,5,2007-09-19,'advocates satyrid hogtied soothed nutritionist warehouser conclusiveness killings congruently mimosa superimposition recreants pandering','tolerative routinized crevices recaptured reconfirmed intentionally butterfingered reinoculations pronghorns funkiest cinematheque radiuses agaves divvying grains incising mucilaginously pronghorns irrigated attained hygroscope thickets ornamentations volunteering tibias understating brainsick implanting baronetcies gruel benefactive psalmists liberation arable dryades oversuspicious whined hipbone edifiers celebrating cracklier fingerprinting chantage boxing ganefs froths representations subserviency cummers indefensibility speckles graduand contrives oppugn tsarist noncritical heliport silesia midsummers hyperopic trephining zemstvos fakeries meritocracy spectrochemical hypo pardoned fantasizing nonages cigarillos mustered palpitated insularity overflown conjuror ousters variegation mothery unwarrantable delaying contests battlemented redetermine weirs lightfooted mongooses nondepartmental useability paltry tangibleness unwarily hipless securely rejuvenated semidaily monopolizes liturgists syphoned neocolonialism pharmacologic hiring houri ladders broidered besoms shriekiest bostonians outbargaining aguishly daylilies lenities encouragements empurpling lineaments concealment cushy regarding strangely pouffes electing coital veraciousness doughnuts subfloors toffies oysterwomen shews necropolises expellees parturition bronchodilator hears weathered coastings dedicatory falsifier','es',-1,8,-1,9,1,2008-02-29
76,4,1,5,2007-07-06,'dieses hubs shamrocks shockproof bathysphere slumbery moonshots avitaminoses pranks scapegoats slabbery','skeptics wordperfect relatable grammars disrespectfully disrupter sorriest paralyzed brevetting butchers resettles beclouding leucocyte brachycephalic pressmark chooses pericynthion hoer nonpareils breezier gashouse inhabitancies sterilizes plausive sanguines hemstitch tammy solecists institutes condoling withholdings takable woodsmen censuring retaliation cutup rearing inescapably costumers juxtaposing recollected healers guesses foreordained fingerprinting opacification institutionalize gipping deoxidization blears patcher rooting tensioned archaizes unbear sprit diffractions ethanols toxicants glarier soarers semiskilled poachers unquoted envelops osmoses deescalate overheated undergone myrmidons swayable parietal ovulations minarets improbabilities concatenations cheeped lacey tocsin vizier venin townwears degreed signifier catchups rewax thataway toning durables thereamong reconstitutes briars apaches plaining sunshines crankest orgeat spending earnests stalkers torahs prattling outbuildings boomtown paralyses undeterminable bulldogged overprotected assisi subways retesting hypoxemic cemented burses aurate arrogating riderless ropier rehandle siphon uprears prosy princeliness kedged wheelie strictness premix lucubrating smartly insidiousness hammertoes supermen unchecked tallowed appeaser grots unfitting feedbags ticking motorization eroticist nonfascists humanisms erasions bullring fornicatrix constitutes nixy shrews decoration brilliancies preexamining congas ponying fagoting donating saddlery spilling kilovolts','es',1,10,8,6,1,2007-10-27
